,Platform,Year,Genre,NA_Sales
8853,DS,2008,Puzzle,0.24
8854,Wii,2008,Sports,0.24
8855,PS2,2008,Shooter,0.13
8856,PC,2008,Strategy,0.04
8857,PS2,2008,Adventure,0.09
8858,DS,2008,Adventure,0.24
8859,DS,2008,Simulation,0.24
8860,PSP,2008,Fighting,0.0
8861,Wii,2008,Misc,0.01
8862,DS,2008,Adventure,0.24
8863,X360,2008,Shooter,0.08
8864,Wii,2008,Simulation,0.23
8865,PS3,2008,Racing,0.22
8866,DS,2008,Simulation,0.23
8867,X360,2008,Racing,0.23
8868,Wii,2008,Action,0.14
8869,X360,2008,Action,0.12
8870,PS2,2008,Action,0.0
8871,Wii,2008,Action,0.22
8872,PSP,2008,Sports,0.06
8873,X360,2008,Sports,0.14
8874,PS2,2008,Action,0.12
8875,X360,2008,Adventure,0.18
8876,Wii,2008,Misc,0.2
8877,PS2,2008,Action,0.12
8878,DS,2008,Puzzle,0.06
8879,PS3,2008,Racing,0.12
8880,PS3,2008,Shooter,0.21
8881,PS2,2008,Adventure,0.12
8882,DS,2008,Role-Playing,0.0
8883,DS,2008,Role-Playing,0.11
8884,X360,2008,Strategy,0.16
8885,DS,2008,Action,0.22
8886,PS3,2008,Misc,0.21
8887,PSP,2008,Role-Playing,0.05
8888,Wii,2008,Misc,0.2
8889,Wii,2008,Misc,0.17
8890,Wii,2008,Sports,0.02
8891,DS,2008,Simulation,0.22
8892,PS2,2008,Sports,0.0
8893,Wii,2008,Misc,0.21
8894,DS,2008,Adventure,0.13
8895,PS2,2008,Simulation,0.12
8896,DS,2008,Misc,0.22
8897,DS,2008,Role-Playing,0.09
8898,PS3,2008,Action,0.12
8899,DS,2008,Racing,0.18
8900,PS3,2008,Role-Playing,0.14
8901,DS,2008,Simulation,0.22
8902,PS3,2008,Shooter,0.14
8903,Wii,2008,Adventure,0.2
8904,DS,2008,Sports,0.21
8905,DS,2008,Misc,0.19
8906,DS,2008,Simulation,0.2
8907,PSP,2008,Strategy,0.0
8908,DS,2008,Simulation,0.21
8909,DS,2008,Role-Playing,0.21
8910,Wii,2008,Puzzle,0.19
8911,Wii,2008,Action,0.2
8912,Wii,2008,Simulation,0.21
8913,DS,2008,Sports,0.0
8914,PS2,2008,Action,0.11
8915,PSP,2008,Role-Playing,0.09
8916,PSP,2008,Sports,0.21
8917,X360,2008,Misc,0.21
8918,DS,2008,Simulation,0.2
8919,Wii,2008,Fighting,0.2
8920,PS2,2008,Fighting,0.1
8921,DS,2008,Simulation,0.21
8922,PS2,2008,Racing,0.01
8923,DS,2008,Role-Playing,0.1
8924,DS,2008,Adventure,0.21
8925,Wii,2008,Misc,0.2
8926,Wii,2008,Sports,0.2
8927,DS,2008,Misc,0.2
8928,Wii,2008,Action,0.16
8929,DS,2008,Strategy,0.17
8930,DS,2008,Adventure,0.04
8931,Wii,2008,Sports,0.19
8932,DS,2008,Misc,0.0
8933,X360,2008,Sports,0.2
8934,DS,2008,Misc,0.2
8935,PS2,2008,Sports,0.0
8936,Wii,2008,Misc,0.19
8937,Wii,2008,Sports,0.0
8938,DS,2008,Action,0.17
8939,DS,2008,Role-Playing,0.12
8940,PS3,2008,Adventure,0.12
8941,Wii,2008,Sports,0.2
8942,PS2,2008,Racing,0.1
8943,PS3,2008,Racing,0.1
8944,Wii,2008,Action,0.19
8945,DS,2008,Action,0.19
8946,X360,2008,Racing,0.06
8947,PS2,2008,Action,0.1
8948,DS,2008,Sports,0.19
8949,DS,2008,Racing,0.19
8950,DS,2008,Misc,0.19
8951,Wii,2008,Misc,0.19
8952,PSP,2008,Misc,0.19
8953,PS2,2008,Misc,0.0
8954,X360,2008,Role-Playing,0.16
8955,PS2,2008,Sports,0.1
8956,DS,2008,Misc,0.0
8957,PSP,2008,Action,0.02
8958,DS,2008,Action,0.16
8959,PS2,2008,Racing,0.1
8960,DS,2008,Misc,0.18
8961,DS,2008,Misc,0.0
8962,DS,2008,Role-Playing,0.1
8963,X360,2008,Role-Playing,0.18
8964,X360,2008,Racing,0.12
8965,X360,2008,Misc,0.18
8966,Wii,2008,Sports,0.18
8967,Wii,2008,Role-Playing,0.08
8968,DS,2008,Puzzle,0.05
8969,DS,2008,Misc,0.18
8970,PS2,2008,Role-Playing,0.07
8971,DS,2008,Role-Playing,0.16
8972,DS,2008,Simulation,0.18
8973,Wii,2008,Shooter,0.18
8974,PS3,2008,Role-Playing,0.05
8975,X360,2008,Shooter,0.08
8976,X360,2008,Action,0.07
8977,Wii,2008,Action,0.17
8978,DS,2008,Role-Playing,0.11
8979,Wii,2008,Racing,0.18
8980,PS3,2008,Shooter,0.05
8981,X360,2008,Fighting,0.15
8982,Wii,2008,Adventure,0.17
8983,PS3,2008,Simulation,0.06
8984,DS,2008,Puzzle,0.15
8985,PS2,2008,Misc,0.09
8986,PS2,2008,Misc,0.09
8987,DS,2008,Adventure,0.0
8988,PS2,2008,Sports,0.09
8989,DS,2008,Sports,0.0
8990,Wii,2008,Action,0.17
8991,PS3,2008,Adventure,0.12
8992,PC,2008,Shooter,0.02
8993,DS,2008,Fighting,0.15
8994,X360,2008,Sports,0.17
8995,X360,2008,Misc,0.16
8996,Wii,2008,Adventure,0.09
8997,PS2,2008,Sports,0.0
8998,Wii,2008,Misc,0.09
8999,X360,2008,Action,0.16
9000,DS,2008,Misc,0.17
9001,Wii,2008,Sports,0.17
9002,Wii,2008,Adventure,0.08
9003,Wii,2008,Puzzle,0.17
9004,PS2,2008,Sports,0.09
9005,DS,2008,Sports,0.14
9006,PSP,2008,Strategy,0.0
9007,DS,2008,Simulation,0.0
9008,PS2,2008,Racing,0.09
9009,DS,2008,Adventure,0.16
9010,XB,2008,Sports,0.13
9011,PS2,2008,Sports,0.0
9012,Wii,2008,Fighting,0.13
9013,PS3,2008,Action,0.14
9014,PS3,2008,Sports,0.16
9015,Wii,2008,Simulation,0.16
9016,PS3,2008,Fighting,0.13
9017,Wii,2008,Sports,0.16
9018,X360,2008,Sports,0.15
9019,Wii,2008,Adventure,0.16
9020,PS2,2008,Sports,0.08
9021,PSP,2008,Sports,0.16
9022,X360,2008,Role-Playing,0.03
9023,Wii,2008,Puzzle,0.04
9024,PSP,2008,Sports,0.16
9025,Wii,2008,Puzzle,0.16
9026,Wii,2008,Misc,0.16
9027,Wii,2008,Simulation,0.14
9028,PS2,2008,Misc,0.08
9029,DS,2008,Action,0.16
9030,PS2,2008,Misc,0.08
9031,PS2,2008,Role-Playing,0.0
9032,PS3,2008,Action,0.13
9033,DS,2008,Action,0.15
9034,PS3,2008,Shooter,0.11
9035,Wii,2008,Platform,0.11
9036,PS2,2008,Sports,0.08
9037,PS3,2008,Sports,0.15
9038,Wii,2008,Puzzle,0.16
9039,PSP,2008,Action,0.12
9040,PS3,2008,Shooter,0.15
9041,PS2,2008,Fighting,0.08
9042,Wii,2008,Fighting,0.14
9043,DS,2008,Sports,0.15
9044,PSP,2008,Simulation,0.0
9045,DS,2008,Sports,0.14
9046,DS,2008,Adventure,0.03
9047,DS,2008,Action,0.15
9048,Wii,2008,Action,0.15
9049,PS3,2008,Sports,0.11
9050,PSP,2008,Strategy,0.0
9051,Wii,2008,Misc,0.14
9052,PS2,2008,Misc,0.08
9053,DS,2008,Puzzle,0.14
9054,DS,2008,Shooter,0.12
9055,Wii,2008,Simulation,0.13
9056,PS2,2008,Sports,0.05
9057,Wii,2008,Puzzle,0.14
9058,PS2,2008,Fighting,0.07
9059,PS3,2008,Sports,0.14
9060,PS2,2008,Shooter,0.07
9061,PS2,2008,Sports,0.07
9062,Wii,2008,Adventure,0.13
9063,Wii,2008,Action,0.14
9064,X360,2008,Simulation,0.06
9065,DS,2008,Role-Playing,0.13
9066,Wii,2008,Adventure,0.14
9067,Wii,2008,Puzzle,0.13
9068,Wii,2008,Sports,0.14
9069,PS2,2008,Sports,0.07
9070,PSP,2008,Misc,0.13
9071,DS,2008,Platform,0.0
9072,DS,2008,Misc,0.13
9073,DS,2008,Shooter,0.13
9074,DS,2008,Role-Playing,0.0
9075,Wii,2008,Misc,0.1
9076,Wii,2008,Action,0.13
9077,PSP,2008,Racing,0.05
9078,DS,2008,Sports,0.13
9079,DS,2008,Role-Playing,0.12
9080,PSP,2008,Role-Playing,0.06
9081,DS,2008,Role-Playing,0.13
9082,PS2,2008,Puzzle,0.07
9083,DS,2008,Action,0.11
9084,PS3,2008,Sports,0.13
9085,PS2,2008,Action,0.07
9086,PS2,2008,Role-Playing,0.07
9087,PS3,2008,Misc,0.0
9088,PS2,2008,Fighting,0.0
9089,DS,2008,Action,0.1
9090,DS,2008,Strategy,0.12
9091,Wii,2008,Sports,0.13
9092,PS3,2008,Adventure,0.09
9093,Wii,2008,Simulation,0.13
9094,DS,2008,Misc,0.13
9095,Wii,2008,Racing,0.11
9096,Wii,2008,Simulation,0.11
9097,DS,2008,Action,0.11
9098,DS,2008,Sports,0.12
9099,DS,2008,Misc,0.13
9100,PS3,2008,Shooter,0.08
9101,PS2,2008,Adventure,0.0
9102,Wii,2008,Sports,0.12
9103,Wii,2008,Role-Playing,0.12
9104,PS3,2008,Sports,0.11
9105,DS,2008,Misc,0.13
9106,DS,2008,Role-Playing,0.08
9107,PS2,2008,Role-Playing,0.07
9108,PS2,2008,Sports,0.07
9109,X360,2008,Shooter,0.12
9110,PSP,2008,Misc,0.12
9111,X360,2008,Action,0.08
9112,X360,2008,Sports,0.12
9113,PS2,2008,Role-Playing,0.0
9114,DS,2008,Simulation,0.12
9115,PS3,2008,Sports,0.12
9116,PSP,2008,Platform,0.04
9117,Wii,2008,Puzzle,0.12
9118,Wii,2008,Shooter,0.12
9119,PS2,2008,Misc,0.06
9120,DS,2008,Sports,0.12
9121,PS3,2008,Action,0.07
9122,PS3,2008,Sports,0.12
9123,DS,2008,Puzzle,0.1
9124,Wii,2008,Shooter,0.11
9125,PS2,2008,Action,0.06
9126,PS3,2008,Misc,0.11
9127,Wii,2008,Sports,0.12
9128,Wii,2008,Simulation,0.09
9129,DS,2008,Adventure,0.11
9130,PS2,2008,Racing,0.06
9131,Wii,2008,Adventure,0.0
9132,DS,2008,Platform,0.07
9133,DS,2008,Puzzle,0.11
9134,DS,2008,Misc,0.12
9135,Wii,2008,Sports,0.11
9136,DS,2008,Action,0.09
9137,PSP,2008,Role-Playing,0.1
9138,Wii,2008,Action,0.11
9139,X360,2008,Racing,0.11
9140,Wii,2008,Action,0.12
9141,PS2,2008,Misc,0.0
9142,DS,2008,Adventure,0.0
9143,PS2,2008,Fighting,0.04
9144,Wii,2008,Action,0.11
9145,DS,2008,Racing,0.11
9146,DS,2008,Sports,0.11
9147,PS2,2008,Misc,0.06
9148,PS2,2008,Racing,0.06
9149,X360,2008,Shooter,0.1
9150,DS,2008,Misc,0.11
9151,Wii,2008,Fighting,0.11
9152,PSP,2008,Misc,0.11
9153,DS,2008,Simulation,0.11
9154,DS,2008,Misc,0.09
9155,DS,2008,Puzzle,0.1
9156,PS2,2008,Platform,0.06
9157,X360,2008,Action,0.08
9158,Wii,2008,Sports,0.11
9159,PS2,2008,Platform,0.06
9160,PSP,2008,Strategy,0.1
9161,DS,2008,Puzzle,0.1
9162,DS,2008,Sports,0.11
9163,Wii,2008,Shooter,0.11
9164,DS,2008,Puzzle,0.11
9165,X360,2008,Shooter,0.1
9166,PS3,2008,Sports,0.1
9167,Wii,2008,Puzzle,0.11
9168,DS,2008,Action,0.0
9169,PS2,2008,Adventure,0.06
9170,DS,2008,Shooter,0.11
9171,DS,2008,Adventure,0.11
9172,X360,2008,Strategy,0.09
9173,PS3,2008,Misc,0.11
9174,DS,2008,Puzzle,0.1
9175,DS,2008,Misc,0.11
9176,X360,2008,Sports,0.11
9177,DS,2008,Misc,0.1
9178,PS2,2008,Misc,0.06
9179,Wii,2008,Racing,0.1
9180,PS3,2008,Sports,0.0
9181,DS,2008,Adventure,0.0
9182,PSP,2008,Misc,0.09
9183,X360,2008,Platform,0.1
9184,X360,2008,Action,0.09
9185,PS2,2008,Role-Playing,0.05
9186,Wii,2008,Misc,0.09
9187,DS,2008,Action,0.08
9188,X360,2008,Misc,0.1
9189,DS,2008,Role-Playing,0.0
9190,DS,2008,Simulation,0.1
9191,Wii,2008,Platform,0.1
9192,DS,2008,Action,0.1
9193,X360,2008,Action,0.1
9194,PSP,2008,Misc,0.0
9195,DS,2008,Simulation,0.1
9196,DS,2008,Misc,0.1
9197,Wii,2008,Simulation,0.06
9198,DS,2008,Misc,0.1
9199,Wii,2008,Misc,0.09
9200,DS,2008,Puzzle,0.09
9201,X360,2008,Action,0.09
9202,DS,2008,Racing,0.1
9203,Wii,2008,Adventure,0.09
9204,X360,2008,Sports,0.08
9205,DS,2008,Action,0.1
9206,DS,2008,Strategy,0.0
9207,DS,2008,Sports,0.0
9208,PSP,2008,Role-Playing,0.05
9209,Wii,2008,Misc,0.09
9210,Wii,2008,Adventure,0.09
9211,Wii,2008,Sports,0.09
9212,Wii,2008,Fighting,0.0
9213,X360,2008,Sports,0.09
9214,DS,2008,Action,0.09
9215,Wii,2008,Racing,0.09
9216,Wii,2008,Sports,0.09
9217,PS3,2008,Shooter,0.09
9218,Wii,2008,Sports,0.09
9219,DS,2008,Adventure,0.08
9220,PS2,2008,Adventure,0.0
9221,DS,2008,Simulation,0.08
9222,DS,2008,Adventure,0.0
9223,DS,2008,Simulation,0.09
9224,PSP,2008,Role-Playing,0.05
9225,Wii,2008,Shooter,0.09
9226,DS,2008,Action,0.09
9227,DS,2008,Misc,0.09
9228,DS,2008,Simulation,0.09
9229,DS,2008,Strategy,0.07
9230,DS,2008,Sports,0.07
9231,Wii,2008,Action,0.09
9232,DS,2008,Strategy,0.09
9233,X360,2008,Shooter,0.06
9234,PSP,2008,Adventure,0.08
9235,PSP,2008,Puzzle,0.0
9236,Wii,2008,Sports,0.09
9237,DS,2008,Strategy,0.08
9238,DS,2008,Strategy,0.08
9239,PSP,2008,Shooter,0.06
9240,DS,2008,Puzzle,0.08
9241,Wii,2008,Platform,0.08
9242,DS,2008,Platform,0.0
9243,DS,2008,Role-Playing,0.08
9244,Wii,2008,Adventure,0.07
9245,DS,2008,Sports,0.08
9246,PS3,2008,Platform,0.01
9247,X360,2008,Strategy,0.07
9248,Wii,2008,Sports,0.04
9249,PC,2008,Simulation,0.0
9250,Wii,2008,Sports,0.08
9251,PSP,2008,Platform,0.02
9252,Wii,2008,Action,0.08
9253,X360,2008,Misc,0.08
9254,DS,2008,Action,0.08
9255,PS3,2008,Misc,0.08
9256,DS,2008,Role-Playing,0.06
9257,Wii,2008,Adventure,0.08
9258,Wii,2008,Action,0.08
9259,DS,2008,Misc,0.07
9260,X360,2008,Fighting,0.07
9261,DS,2008,Misc,0.04
9262,DS,2008,Puzzle,0.06
9263,DS,2008,Misc,0.08
9264,DS,2008,Misc,0.08
9265,DS,2008,Adventure,0.0
9266,PSP,2008,Racing,0.08
9267,DS,2008,Misc,0.08
9268,PSP,2008,Fighting,0.03
9269,PS2,2008,Sports,0.04
9270,DS,2008,Strategy,0.08
9271,PSP,2008,Fighting,0.0
9272,Wii,2008,Puzzle,0.07
9273,DS,2008,Action,0.08
9274,DS,2008,Adventure,0.07
9275,DS,2008,Action,0.0
9276,PS2,2008,Misc,0.04
9277,DS,2008,Simulation,0.08
9278,PS2,2008,Fighting,0.04
9279,PC,2008,Simulation,0.0
9280,DS,2008,Role-Playing,0.08
9281,PS3,2008,Racing,0.0
9282,DS,2008,Misc,0.0
9283,Wii,2008,Sports,0.0
9284,Wii,2008,Strategy,0.06
9285,DS,2008,Shooter,0.07
9286,DS,2008,Racing,0.06
9287,DS,2008,Action,0.07
9288,PC,2008,Action,0.0
9289,DS,2008,Puzzle,0.07
9290,Wii,2008,Shooter,0.08
9291,DS,2008,Puzzle,0.05
9292,DS,2008,Adventure,0.07
9293,DS,2008,Puzzle,0.07
9294,DS,2008,Misc,0.07
9295,DS,2008,Sports,0.07
9296,Wii,2008,Adventure,0.07
9297,Wii,2008,Racing,0.07
9298,PC,2008,Racing,0.0
9299,DS,2008,Simulation,0.07
9300,Wii,2008,Adventure,0.06
9301,DS,2008,Adventure,0.0
9302,DS,2008,Sports,0.07
9303,DS,2008,Fighting,0.0
9304,DS,2008,Action,0.07
9305,DS,2008,Action,0.07
9306,Wii,2008,Misc,0.0
9307,PS3,2008,Strategy,0.0
9308,Wii,2008,Role-Playing,0.07
9309,Wii,2008,Action,0.0
9310,PS3,2008,Racing,0.07
9311,DS,2008,Misc,0.07
9312,Wii,2008,Action,0.07
9313,PS2,2008,Fighting,0.0
9314,Wii,2008,Fighting,0.0
9315,X360,2008,Sports,0.06
9316,PS3,2008,Shooter,0.07
9317,DS,2008,Puzzle,0.07
9318,X360,2008,Misc,0.0
9319,DS,2008,Role-Playing,0.0
9320,DS,2008,Role-Playing,0.0
9321,PSP,2008,Fighting,0.07
9322,PS2,2008,Adventure,0.0
9323,DS,2008,Role-Playing,0.0
9324,DS,2008,Adventure,0.07
9325,PS2,2008,Adventure,0.04
9326,PSP,2008,Adventure,0.0
9327,Wii,2008,Misc,0.06
9328,DS,2008,Strategy,0.07
9329,DS,2008,Adventure,0.07
9330,PSP,2008,Role-Playing,0.0
9331,PS2,2008,Action,0.03
9332,DS,2008,Racing,0.07
9333,DS,2008,Simulation,0.07
9334,PS2,2008,Action,0.03
9335,Wii,2008,Sports,0.06
9336,PSP,2008,Role-Playing,0.0
9337,DS,2008,Adventure,0.0
9338,DS,2008,Sports,0.06
9339,DS,2008,Adventure,0.06
9340,DS,2008,Misc,0.06
9341,Wii,2008,Shooter,0.06
9342,PS2,2008,Misc,0.03
9343,DS,2008,Strategy,0.0
9344,DS,2008,Sports,0.05
9345,DS,2008,Action,0.06
9346,Wii,2008,Adventure,0.05
9347,DS,2008,Adventure,0.0
9348,DS,2008,Role-Playing,0.0
9349,PS2,2008,Action,0.03
9350,DS,2008,Puzzle,0.06
9351,PSP,2008,Action,0.06
9352,DS,2008,Platform,0.06
9353,Wii,2008,Adventure,0.06
9354,DS,2008,Simulation,0.05
9355,PSP,2008,Puzzle,0.06
9356,DS,2008,Action,0.06
9357,DS,2008,Misc,0.06
9358,DS,2008,Action,0.06
9359,Wii,2008,Racing,0.06
9360,Wii,2008,Fighting,0.0
9361,DS,2008,Simulation,0.06
9362,Wii,2008,Sports,0.06
9363,DS,2008,Misc,0.06
9364,DS,2008,Adventure,0.0
9365,PS3,2008,Shooter,0.05
9366,PSP,2008,Role-Playing,0.06
9367,PSP,2008,Fighting,0.05
9368,Wii,2008,Adventure,0.06
9369,DS,2008,Action,0.0
9370,DS,2008,Misc,0.0
9371,DS,2008,Role-Playing,0.06
9372,Wii,2008,Fighting,0.06
9373,DS,2008,Role-Playing,0.06
9374,PS2,2008,Adventure,0.0
9375,PS2,2008,Adventure,0.03
9376,PS2,2008,Fighting,0.03
9377,PSP,2008,Adventure,0.0
9378,Wii,2008,Puzzle,0.05
9379,Wii,2008,Racing,0.06
9380,PS2,2008,Action,0.0
9381,DS,2008,Simulation,0.0
9382,PC,2008,Role-Playing,0.0
9383,DS,2008,Sports,0.04
9384,DS,2008,Puzzle,0.06
9385,DS,2008,Role-Playing,0.0
9386,PS2,2008,Adventure,0.0
9387,DS,2008,Puzzle,0.06
9388,DS,2008,Sports,0.06
9389,PSP,2008,Fighting,0.0
9390,DS,2008,Adventure,0.06
9391,DS,2008,Simulation,0.06
9392,PC,2008,Action,0.02
9393,X360,2008,Action,0.05
9394,DS,2008,Adventure,0.03
9395,DS,2008,Action,0.0
9396,DS,2008,Strategy,0.0
9397,X360,2008,Action,0.04
9398,PS2,2008,Misc,0.0
9399,DS,2008,Role-Playing,0.0
9400,DS,2008,Sports,0.05
9401,DS,2008,Sports,0.05
9402,PS3,2008,Action,0.05
9403,DS,2008,Simulation,0.05
9404,Wii,2008,Misc,0.03
9405,DS,2008,Role-Playing,0.05
9406,PS2,2008,Adventure,0.0
9407,DS,2008,Simulation,0.0
9408,DS,2008,Platform,0.05
9409,Wii,2008,Sports,0.04
9410,X360,2008,Misc,0.05
9411,DS,2008,Misc,0.05
9412,DS,2008,Adventure,0.04
9413,PSP,2008,Action,0.0
9414,DS,2008,Sports,0.04
9415,DS,2008,Strategy,0.0
9416,DS,2008,Action,0.05
9417,Wii,2008,Strategy,0.05
9418,DS,2008,Adventure,0.05
9419,DS,2008,Puzzle,0.05
9420,DS,2008,Simulation,0.05
9421,PS2,2008,Sports,0.0
9422,DS,2008,Simulation,0.05
9423,DS,2008,Role-Playing,0.05
9424,DS,2008,Role-Playing,0.0
9425,DS,2008,Shooter,0.03
9426,PS2,2008,Fighting,0.0
9427,PC,2008,Puzzle,0.01
9428,DS,2008,Adventure,0.04
9429,DS,2008,Racing,0.05
9430,DS,2008,Platform,0.05
9431,PS3,2008,Misc,0.05
9432,DS,2008,Platform,0.03
9433,DS,2008,Misc,0.05
9434,DS,2008,Misc,0.04
9435,DS,2008,Misc,0.0
9436,DS,2008,Misc,0.0
9437,DS,2008,Adventure,0.0
9438,DS,2008,Simulation,0.05
9439,PSP,2008,Role-Playing,0.04
9440,PS2,2008,Adventure,0.0
9441,DS,2008,Misc,0.0
9442,X360,2008,Action,0.04
9443,X360,2008,Sports,0.04
9444,PS2,2008,Misc,0.0
9445,DS,2008,Action,0.0
9446,DS,2008,Simulation,0.04
9447,DS,2008,Adventure,0.04
9448,DS,2008,Action,0.0
9449,DS,2008,Misc,0.04
9450,DS,2008,Role-Playing,0.04
9451,DS,2008,Role-Playing,0.0
9452,Wii,2008,Misc,0.04
9453,DS,2008,Adventure,0.04
9454,X360,2008,Sports,0.04
9455,DS,2008,Puzzle,0.04
9456,DS,2008,Adventure,0.04
9457,DS,2008,Adventure,0.0
9458,PSP,2008,Fighting,0.0
9459,DS,2008,Misc,0.04
9460,DS,2008,Simulation,0.04
9461,DS,2008,Misc,0.0
9462,Wii,2008,Platform,0.04
9463,Wii,2008,Sports,0.04
9464,DS,2008,Misc,0.0
9465,DS,2008,Action,0.04
9466,DS,2008,Adventure,0.0
9467,DS,2008,Action,0.0
9468,DS,2008,Adventure,0.0
9469,PS2,2008,Adventure,0.0
9470,PSP,2008,Fighting,0.0
9471,Wii,2008,Action,0.04
9472,Wii,2008,Shooter,0.04
9473,DS,2008,Adventure,0.04
9474,PC,2008,Action,0.02
9475,Wii,2008,Platform,0.04
9476,PC,2008,Action,0.01
9477,DS,2008,Role-Playing,0.04
9478,DS,2008,Misc,0.0
9479,PSP,2008,Action,0.04
9480,Wii,2008,Puzzle,0.04
9481,PS3,2008,Racing,0.0
9482,DS,2008,Racing,0.03
9483,DS,2008,Simulation,0.0
9484,PS2,2008,Adventure,0.0
9485,PS2,2008,Shooter,0.0
9486,DS,2008,Misc,0.0
9487,PS2,2008,Action,0.02
9488,DS,2008,Adventure,0.0
9489,PSP,2008,Adventure,0.0
9490,DS,2008,Adventure,0.0
9491,Wii,2008,Shooter,0.04
9492,PS2,2008,Misc,0.02
9493,PS2,2008,Adventure,0.0
9494,Wii,2008,Adventure,0.04
9495,PS3,2008,Adventure,0.0
9496,DS,2008,Shooter,0.03
9497,DS,2008,Adventure,0.03
9498,DS,2008,Simulation,0.03
9499,DC,2008,Adventure,0.0
9500,PS2,2008,Misc,0.0
9501,PSP,2008,Puzzle,0.03
9502,DS,2008,Misc,0.0
9503,PC,2008,Puzzle,0.0
9504,PC,2008,Shooter,0.0
9505,DS,2008,Misc,0.03
9506,DS,2008,Action,0.03
9507,DS,2008,Puzzle,0.0
9508,DS,2008,Role-Playing,0.04
9509,PC,2008,Strategy,0.0
9510,Wii,2008,Racing,0.0
9511,DS,2008,Misc,0.0
9512,DS,2008,Adventure,0.0
9513,PC,2008,Adventure,0.0
9514,DS,2008,Misc,0.0
9515,PSP,2008,Puzzle,0.03
9516,DS,2008,Simulation,0.03
9517,DS,2008,Simulation,0.0
9518,DS,2008,Racing,0.03
9519,DS,2008,Sports,0.0
9520,DS,2008,Action,0.03
9521,DS,2008,Adventure,0.03
9522,X360,2008,Sports,0.02
9523,Wii,2008,Puzzle,0.03
9524,X360,2008,Racing,0.03
9525,PS2,2008,Strategy,0.0
9526,DS,2008,Fighting,0.0
9527,DS,2008,Simulation,0.03
9528,DS,2008,Adventure,0.0
9529,PS2,2008,Simulation,0.0
9530,DS,2008,Misc,0.03
9531,PS2,2008,Adventure,0.0
9532,PS2,2008,Misc,0.0
9533,DS,2008,Simulation,0.0
9534,PS3,2008,Sports,0.0
9535,DS,2008,Misc,0.01
9536,DS,2008,Adventure,0.0
9537,DS,2008,Puzzle,0.0
9538,X360,2008,Shooter,0.0
9539,PSP,2008,Action,0.03
9540,DS,2008,Role-Playing,0.02
9541,DS,2008,Action,0.0
9542,DS,2008,Action,0.0
9543,DS,2008,Adventure,0.0
9544,PS2,2008,Adventure,0.0
9545,Wii,2008,Misc,0.0
9546,DS,2008,Adventure,0.0
9547,PC,2008,Strategy,0.0
9548,PSP,2008,Adventure,0.0
9549,DS,2008,Adventure,0.0
9550,PC,2008,Racing,0.0
9551,PSP,2008,Action,0.03
9552,Wii,2008,Adventure,0.03
9553,PS2,2008,Adventure,0.0
9554,PSP,2008,Misc,0.0
9555,PC,2008,Action,0.01
9556,PS2,2008,Simulation,0.0
9557,PC,2008,Adventure,0.0
9558,DS,2008,Action,0.02
9559,DS,2008,Misc,0.03
9560,DS,2008,Strategy,0.0
9561,DS,2008,Puzzle,0.03
9562,PC,2008,Misc,0.0
9563,PS2,2008,Fighting,0.0
9564,DS,2008,Strategy,0.0
9565,DS,2008,Adventure,0.03
9566,PC,2008,Action,0.0
9567,DS,2008,Racing,0.0
9568,PS2,2008,Adventure,0.0
9569,PC,2008,Simulation,0.0
9570,PC,2008,Simulation,0.0
9571,X360,2008,Adventure,0.0
9572,PC,2008,Action,0.0
9573,DS,2008,Adventure,0.0
9574,PS2,2008,Puzzle,0.01
9575,DS,2008,Racing,0.02
9576,DS,2008,Simulation,0.0
9577,Wii,2008,Racing,0.02
9578,PS2,2008,Adventure,0.0
9579,DS,2008,Action,0.0
9580,Wii,2008,Sports,0.0
9581,DS,2008,Misc,0.0
9582,DS,2008,Simulation,0.0
9583,DS,2008,Action,0.0
9584,PC,2008,Role-Playing,0.0
9585,PSP,2008,Fighting,0.0
9586,DS,2008,Simulation,0.02
9587,PSP,2008,Role-Playing,0.0
9588,DS,2008,Misc,0.0
9589,PC,2008,Strategy,0.0
9590,PC,2008,Shooter,0.0
9591,Wii,2008,Platform,0.02
9592,Wii,2008,Sports,0.0
9593,PC,2008,Shooter,0.0
9594,PC,2008,Strategy,0.0
9595,PC,2008,Action,0.0
9596,DS,2008,Sports,0.0
9597,PS2,2008,Adventure,0.0
9598,Wii,2008,Shooter,0.02
9599,Wii,2008,Puzzle,0.02
9600,PC,2008,Shooter,0.0
9601,PS2,2008,Adventure,0.0
9602,Wii,2008,Racing,0.02
9603,PC,2008,Shooter,0.0
9604,PS2,2008,Adventure,0.0
9605,PS2,2008,Adventure,0.0
9606,PC,2008,Role-Playing,0.0
9607,PC,2008,Adventure,0.0
9608,DS,2008,Adventure,0.0
9609,PC,2008,Sports,0.0
9610,PC,2008,Adventure,0.0
9611,PS2,2008,Adventure,0.0
9612,DS,2008,Adventure,0.02
9613,DS,2008,Sports,0.0
9614,PC,2008,Strategy,0.0
9615,DS,2008,Misc,0.0
9616,PC,2008,Action,0.0
9617,PSP,2008,Simulation,0.0
9618,DS,2008,Misc,0.0
9619,DS,2008,Adventure,0.02
9620,PS2,2008,Adventure,0.0
9621,PC,2008,Role-Playing,0.0
9622,DS,2008,Shooter,0.02
9623,Wii,2008,Fighting,0.0
9624,Wii,2008,Fighting,0.0
9625,PSP,2008,Misc,0.0
9626,DS,2008,Sports,0.02
